   Compiling codescout v0.15.0 (/home/marius/work/claude/codescout)
test lsp::manager::tests::record_first_response_consumes_pending_and_updates_db ... ok
test retrieval::config::sqlite_dir_tests::the_sqlite_dir_env_var_is_read_in_exactly_one_place ... ok
test lsp::manager::tests::record_first_response_second_call_is_noop ... ok
test prompts::tests::reader_docs_contain_no_retired_call_forms ... ok
test librarian::tools::update::tests::update_rejects_rel_path_with_move_hint ... ok
test retrieval::embedder::tests::all_empty_chunk_sends_no_requests_at_all ... ok
test lsp::client::tests::workspace_symbols_returns_project_symbols ... ok
test retrieval::client::selection_tests::build_embedder_accepts_a_url_with_the_defaulted_local_model ... ok
test retrieval::client::selection_tests::build_embedder_still_accepts_a_url_with_an_ordinary_model ... ok
test retrieval::embedder::tests::an_empty_document_is_zero_filled_without_a_request ... ok
test retrieval::client::selection_tests::build_http_embedder_never_sends_a_configured_key_over_plaintext_http ... ok
test retrieval::embedder::tests::batch_size_discovered_from_info ... ok
test librarian::tools::update::tests::patch_params_updates_augmentation ... ok
test retrieval::embedder::tests::batch_size_failure_is_memoised ... ok
test retrieval::embedder::tests::embed_chunks_ordered_handles_empty_input ... ok
test prompts::tests::runtime_strings_contain_no_retired_call_forms ... ok
test retrieval::embedder::tests::embed_chunks_ordered_propagates_error ... ok
test retrieval::embedder::tests::batch_size_is_memoised ... ok
test retrieval::embedder::tests::batch_size_falls_back_to_8_when_info_missing ... ok
test retrieval::embedder::tests::a_sparse_error_status_with_no_body_says_so ... ok
test retrieval::embedder::tests::a_sparse_error_status_surfaces_the_servers_body ... ok
test retrieval::embedder::tests::embed_chunks_ordered_preserves_input_order ... ok
test librarian::tools::update::tests::update_lifts_top_level_status_into_the_patch ... ok
test retrieval::embedder::tests::env_override_wins_over_info ... ok
test retrieval::embedder::tests::sparse_retry_cap_stops_at_exactly_8_attempts ... ignored, exercises the full 8-attempt backoff ladder (~19s); run with `cargo test ... sparse_retry_cap_stops_at_exactly_8_attempts -- --ignored`
test retrieval::embedder::tests::dense_and_sparse_legs_run_concurrently ... ok
test retrieval::embedder::tests::dense_only_batch_override_drives_batch_size_and_skips_sparse ... ok
test retrieval::embedder::tests::resolve_inflight_bound_is_enforced_and_overridable ... ok
test retrieval::embedder::tests::dense_document_omits_the_query_prefix_that_dense_query_applies ... ok
test retrieval::index_lock::tests::acquire_in_does_not_touch_the_real_runtime_dir ... ok
test retrieval::index_lock::tests::acquire_succeeds_for_fresh_project ... ok
test retrieval::index_lock::tests::different_projects_do_not_contend ... ok
test retrieval::index_lock::tests::drop_removes_the_pid_record ... ok
test retrieval::index_lock::tests::lock_is_released_on_drop ... ok
test retrieval::index_lock::tests::lock_path_is_deterministic_and_filename_safe ... ok
test retrieval::index_lock::tests::lock_path_is_not_sited_in_bare_temp_dir ... ok
test retrieval::index_lock::tests::lock_path_is_sited_in_the_per_user_runtime_dir ... ok
test retrieval::index_lock::tests::peek_in_does_not_leave_the_lock_held ... ok
test retrieval::index_lock::tests::peek_in_returns_holder_pid_when_locked ... ok
test retrieval::index_lock::tests::peek_in_returns_none_when_free ... ok
test retrieval::index_lock::tests::preexisting_lock_file_does_not_block ... ok
test retrieval::index_lock::tests::second_acquire_fails_while_first_is_held ... ok
test retrieval::index_lock::tests::second_acquire_fails_with_a_downcastable_lock_held_error_naming_the_holder_pid ... ok
test retrieval::index_state::tests::a_clean_sync_records_zero_skipped_not_a_stale_carry_over ... ok
test retrieval::index_state::tests::a_live_binary_does_not_report_itself_deleted ... ok
test retrieval::index_state::tests::a_sidecar_written_before_written_by_existed_still_parses ... ok
test retrieval::index_state::tests::dirty_paths_round_trip ... ok
test retrieval::embedder::tests::dense_connect_failure_names_url_and_flags_connect ... ok
test retrieval::index_state::tests::last_sync_skipped_round_trips ... ok
test retrieval::index_state::tests::last_sync_skipped_sample_is_capped_but_count_stays_exact ... ok
test retrieval::index_state::tests::git_sync_tracks_external_head_movement ... ok
test retrieval::index_state::tests::non_git_root_yields_no_git_sync ... ok
test retrieval::index_state::tests::path_reports_deleted_discriminates_all_three_real_cases ... ok
test retrieval::index_state::tests::missing_sidecar_yields_no_git_sync ... ok
test retrieval::index_state::tests::preserve_does_not_erase_a_recorded_model ... ok
test retrieval::index_state::tests::sidecar_written_before_dirty_paths_existed_still_parses ... ok
test retrieval::index_state::tests::record_replaces_a_previously_recorded_model ... ok
test retrieval::index_state::tests::sidecar_written_before_last_sync_skipped_existed_still_parses ... ok
test retrieval::index_state::tests::sidecar_written_before_the_model_field_existed_still_parses ... ok
test retrieval::memory_payload::tests::point_id_differs_across_buckets ... ok
test retrieval::index_state::tests::the_writer_stamps_this_build_and_this_process ... ok
test retrieval::memory_payload::tests::point_id_differs_across_projects ... ok
test retrieval::memory_payload::tests::point_id_is_stable_for_same_inputs ... ok
test retrieval::embedder::tests::embed_batch_uses_discovered_batch_size_end_to_end ... ok
test retrieval::embedder::tests::embed_one_batch_errors_on_dense_arity_mismatch ... ok
test librarian::tools::update::tests::update_mints_a_slug_for_a_row_that_was_never_given_one ... ok
test retrieval::search::merge_tests::merge_at_limit_equals_the_true_global_top_k ... ok
test retrieval::search::merge_tests::merge_returns_fewer_than_limit_when_sources_are_short ... ok
test retrieval::search::rerank_gate_tests::caller_cannot_enable_reranking_against_the_operator ... ok
test retrieval::search::rerank_gate_tests::should_rerank_requires_all_four_conditions ... ok
test retrieval::embedder::tests::embed_one_batch_errors_on_sparse_exhaustion ... ok
test librarian::tools::update::tests::patch_params_with_commit_refresh ... ok
test retrieval::embedder::tests::embedder_http_is_usable_as_a_code_embedder_trait_object ... ok
test retrieval::embedder::tests::mid_chunk_empty_strings_keep_both_legs_aligned ... ok
test lsp::mux::process::process_group_reaping_tests::killpg_reaps_grandchild_in_child_process_group ... ok
test retrieval::sqlite_code_store::tests::query_before_index_returns_empty ... ok
test librarian::tools::update_entry::tests::call_rejects_non_object_fields ... ok
test retrieval::sqlite_code_store::tests::collection_dim_reports_none_then_the_baked_dim ... ok
test retrieval::sqlite_code_store::tests::delete_resolves_db_by_project_id_not_chunk_prefix ... ok
test retrieval::search::dim_guard_tests::effective_model_dim_falls_back_when_nothing_is_known ... ok
test retrieval::sync::tests::a_dead_embedder_aborts_instead_of_skipping_every_chunk ... ok
test retrieval::sync::tests::a_live_binary_is_not_refused ... ok
test retrieval::sync::tests::a_root_level_file_is_grouped_under_root_not_its_own_name ... ok
test retrieval::sync::tests::always_skipped_covers_git_and_codescout_state_only_as_directories ... ok
test retrieval::sync::tests::an_undetectable_binary_state_is_not_refused ... ok
test retrieval::sync::tests::an_unlinked_binary_is_refused_with_a_recoverable_error_naming_the_restart ... ok
test retrieval::sync::tests::chunk_id_disambiguates_duplicate_content_in_the_same_file ... ok
test retrieval::sync::tests::chunk_id_normalizes_native_separators ... ok
test retrieval::sync::tests::delta_db_file_is_distinct_from_mains ... ok
test retrieval::sync::tests::delta_project_id_is_distinct_and_separator_is_not_a_colon ... ok
test librarian::tools::update_entry::tests::call_rejects_an_empty_fields_patch ... ok
test retrieval::sync::tests::one_oversized_chunk_is_skipped_and_the_rest_of_the_walk_still_indexes ... ok
test retrieval::search::dim_guard_tests::guard_index_dim_catches_an_unpinned_local_model_switch ... ok
test retrieval::sync::tests::stream_index_disambiguates_duplicate_content_chunks_in_one_file ... ok
test retrieval::sync::tests::stream_index_embeds_the_ast_header_ahead_of_content ... ok
test retrieval::sync::tests::stream_index_flushes_in_bounded_batches ... ok
test retrieval::sync::tests::stream_index_excludes_ignored_dirs ... ok
test retrieval::sync::tests::stream_index_force_reembeds_all_present_chunks ... ok
test retrieval::sqlite_code_store::tests::real_vec0_path_exclusion_does_not_starve_the_post_filter ... ok
test retrieval::sync::tests::stream_index_incremental_skips_unchanged_and_prunes_stale ... ok
test retrieval::sqlite_code_store::tests::real_vec0_path_filter ... ok
test retrieval::search::dim_guard_tests::search_in_fails_fast_on_a_dim_mismatch_without_querying_the_store ... ok
test librarian::tools::update_entry::tests::call_surfaces_the_known_ids_when_the_entry_id_is_wrong ... ok
test retrieval::embedder::tests::the_dense_only_path_skips_empties_and_zero_fills_them ... ok
test retrieval::embedder::tests::whitespace_only_input_counts_as_empty_on_both_sides ... ok
test retrieval::sqlite_code_store::tests::real_vec0_reupsert_is_idempotent ... ok
test retrieval::embedder::tests::without_a_prefix_query_and_document_send_identical_requests ... ok
test retrieval::sync::tests::sync_worktree_refuses_an_unlinked_binary_before_acquiring_the_index_lock ... ok
test retrieval::sync::tests::verify_does_not_count_config_ignored_files_as_missing ... ok
test retrieval::sync::tests::sync_worktree_force_reindex_reembeds_all_present_chunks ... ok
test retrieval::sync::tests::verify_names_an_eligible_directory_the_index_holds_nothing_for ... ok
test retrieval::sync::tests::verify_reports_orphans_and_never_prunes_them ... ok
test retrieval::sqlite_code_store::tests::real_vec0_refs_stats_delete_and_language_filter ... ok
test retrieval::sync::tests::verify_surfaces_chunks_that_have_no_vector ... ok
test retrieval::sync::tests::worktree_ids_reads_a_real_project_toml_for_main_id ... ok
test retrieval::sync::tests::worktree_ids_distinguishes_two_worktrees_that_share_a_basename ... ok
test retrieval::sync::tests::worktree_ids_uses_the_worktree_basename_not_the_full_path ... ok
test retrieval::sync::tests::worktree_sync_propagates_a_chunk_refs_failure_instead_of_reading_it_as_empty ... ok
test retrieval::sync::tests::worktree_sync_embeds_only_dirty_files_and_records_them ... ok
test retrieval::sync::tests::worktree_sync_records_the_dirty_set_before_it_upserts_anything ... ok
test retrieval::sqlite_code_store::tests::real_vec0_upsert_query_orders_by_distance ... ok
test librarian::tools::update::tests::update_time_scope_persists_to_row_and_frontmatter ... ok
test librarian::tools::update::tests::update_status_archived_persisted ... ok
test retrieval::embedder::tests::a_peer_that_accepts_and_never_answers_errors_instead_of_waiting_forever ... ok
test librarian::tools::update::tests::update_extra_merges_preserves_and_deletes ... ok
test retrieval::sqlite_code_store::tests::reset_then_reindex_migrates_the_vector_table_to_a_new_dimension ... ok
test librarian::tools::update::tests::second_append_newest_first ... ok
test librarian::tools::update::tests::update_title_roundtrips ... ok
test retrieval::sync::tests::a_forced_sync_at_a_matching_dimension_reports_no_migration ... ok
test librarian::tools::update::tests::history_cap_drops_oldest_section ... ok
test retrieval::sync::tests::sync_project_fails_fast_on_a_dim_mismatch_before_touching_the_store ... ok
test retrieval::sync::tests::sync_project_force_migrates_a_dimension_mismatch_instead_of_refusing ... ok
test retrieval::search::dim_guard_tests::guard_index_dim_errors_in_both_mismatch_directions ... ok
test retrieval::sync::tests::sync_project_refuses_an_unlinked_binary_before_acquiring_the_index_lock ... ok
test retrieval::sync::tests::sync_project_records_its_own_skip_count_in_the_durable_sidecar ... ok
test retrieval::sync::tests::sync_project_sizes_a_fresh_collection_from_the_unpinned_local_embedder ... ok
test retrieval::sync::tests::sync_project_preserves_existing_dirty_paths_never_clears_via_plain_write_index_state ... ok
test retrieval::sync::tests::sync_project_clears_a_previously_recorded_skip_count_on_a_clean_run ... ok
test librarian::tools::update_entry::tests::call_patches_one_row_and_reports_what_changed ... ok
test librarian::tools::update::tests::update_top_level_status_agreeing_with_patch_is_not_flagged ... ok
test librarian::tools::update::tests::update_top_level_status_reaches_the_frontmatter ... ok
test librarian::tools::update_entry::tests::patching_a_prose_only_tracker_says_nothing_about_snapshots ... ok
test retrieval::embedder::tests::sparse_retryable_and_non_retryable_status_both_exercised ... ok
test retrieval::sync::tests::sync_project_holds_index_lock_for_its_full_duration ... ok
test retrieval::embedder::tests::sparse_429_retries_then_succeeds_within_a_few_attempts ... ok
test retrieval::sync::tests::sync_worktree_holds_index_lock_for_its_full_duration ... ok
test librarian::tools::update::tests::writing_back_an_unchanged_body_is_a_fixed_point ... ok
test librarian::tools::update_entry::tests::patching_a_rendered_row_says_the_committed_table_now_disagrees ... ok
test librarian::tools::update::tests::update_with_commit_refresh_increments_refresh_count ... ok
test librarian::tools::update_entry::tests::patching_an_entry_that_has_its_own_heading_reports_no_citation_gap ... ok
test librarian::tools::update_entry::tests::patching_a_row_only_ledger_also_reports_that_nothing_can_cite_it ... ok
test librarian::tools::update_entry::tests::patching_an_undefined_entry_in_a_defining_ledger_blames_the_entry ... ok
test librarian::tools::update_entry::tests::patching_an_unrendered_row_says_it_is_absent_from_the_body_entirely ... ok
test librarian::tools::workspace_state_at::tests::sandwich_freshness_regression ... ok
test librarian::tools::tracker_design::tests::overflow_hint_when_above_cap ... ok
test librarian::tools::workspace_state_at::tests::state_at_bypasses_hide_filter_for_missing_rows ... ok
test librarian::tools::worktree::tests::worktree_born_target_passes_through ... ok
test librarian::tools::worktree::tests::fork_creates_shadow_with_lineage_registration_and_base ... ok
test librarian::tools::worktree::tests::fork_is_idempotent ... ok
test librarian::tools::workspace_state_at::tests::freshness_diff_when_stale ... ok
test server::guide_hint_tests::a_distinct_declared_shape_delivers_its_own_section_but_a_repeat_does_not ... ok
test server::guide_hint_tests::first_artifact_call_emits_librarian_hint ... ok
test server::guide_hint_tests::session_opening_guide_never_declares_sections ... ok
test server::guide_hint_tests::an_unstamped_slot_leaves_the_ledger_alone ... ok
test server::guide_hint_tests::stripping_a_fixture_root_covers_every_rendering_not_just_the_native_one ... ok
test server::guide_hint_tests::explicit_get_guide_first_does_not_suppress_the_opener ... ok
test librarian::tools::worktree::tests::shadow_main_pairs_escapes_like_wildcards ... ok
test librarian::tools::worktree::tests::shadow_main_pairs_follows_a_main_twin_re_keyed_by_a_move ... ok
test server::resilient_stdin_tests::resilient_stdin_absorbs_would_block ... ok
test server::guide_hint_tests::activate_same_project_keeps_hints ... ok
test server::guide_hint_tests::a_tool_call_polls_the_rendezvous_and_re_arms ... ok
test server::tests::activity_defers_the_idle_window ... ok
test server::guide_hint_tests::a_tool_call_polls_the_guide_rearm_inbox_and_re_arms_named_topics ... ok
test server::guide_hint_tests::a_tool_call_copies_rendezvous_activity_onto_the_ledger ... ok
test server::guide_hint_tests::activate_different_project_rearms_bootstrap_only ... ok
test server::guide_hint_tests::a_refusal_carries_the_gate_condition_once_per_family ... ok
test server::guide_hint_tests::an_unrecognised_error_family_attaches_nothing ... ok
test server::guide_hint_tests::a_non_declaring_topic_is_byte_identical_to_today ... ok
test server::guide_hint_tests::a_tool_call_after_a_rendezvous_rekey_writes_the_new_cc_session_id ... ok
test server::guide_hint_tests::a_call_that_delivers_nothing_does_not_refresh_the_stamp ... ok
test server::guide_hint_tests::a_refusal_does_not_suppress_the_session_opening_guide ... ok
test server::guide_hint_tests::a_consumed_guide_rearm_request_does_not_re_arm_twice ... ok
test server::guide_hint_tests::from_parts_with_env_publishes_the_rendezvous_slot ... ok
test server::guide_hint_tests::first_artifact_call_appends_librarian_guide_body_v2 ... ok
test librarian::tools::update_entry::tests::call_rejects_the_entry_param_and_names_fields ... ok
test server::guide_hint_tests::malformed_activate_leaves_ledger_intact ... ok
test server::guide_hint_tests::an_artifact_call_naming_a_tracker_path_delivers_the_tracker_guide ... ok
test server::guide_hint_tests::is_write_call_classifies_librarian_surface ... ok
test server::guide_hint_tests::guide_ledger_lives_in_the_injected_dir_not_under_the_project_root ... ok
test server::guide_hint_tests::an_unmatched_shape_receives_the_preamble_not_the_whole_topic ... ok
test server::tests::description_declares_an_alias_matches_only_the_real_alias_prose ... ok
test server::guide_hint_tests::append_entry_receives_only_the_entry_sections_not_the_whole_librarian_guide ... ok
test peer::server::tests::buffer_read_and_grep_proxy_stored_content ... ok
test server::guide_hint_tests::a_declared_section_still_arrives_once_the_content_topic_is_spent ... ok
test server::guide_hint_tests::a_second_differently_shaped_call_delivers_a_different_section ... ok
test server::guide_hint_tests::no_guide_rearm_request_present_leaves_the_ledger_untouched ... ok
test server::guide_hint_tests::opener_fires_when_bootstrap_absent_from_a_nonempty_set ... ok
test server::guide_hint_tests::run_command_with_overflow_emits_progressive_hint_once ... ok
test server::tests::every_guarded_call_site_still_holds_its_guard ... ok
test server::guide_hint_tests::post_compact_rearms_guide_hints ... ok
test server::guide_hint_tests::run_command_without_overflow_no_progressive_hint ... ok
test server::guide_hint_tests::second_artifact_call_no_guide_body_block_v2 ... ok
test server::guide_hint_tests::root_reactivation_with_subproject_focused_does_not_rearm ... ok
test server::guide_hint_tests::session_opener_defers_but_does_not_consume_the_tools_topic ... ok
test server::guide_hint_tests::session_change_rearms_everything ... ok
test librarian::tools::worktree::tests::passthrough_for_non_worktree_session_and_foreign_targets ... ok
test server::tests::generate_auth_token_is_unique_across_calls ... ok
test server::tests::generate_auth_token_produces_nonempty_hex ... ok
test server::guide_hint_tests::second_artifact_call_no_hint ... ok
test server::guide_hint_tests::session_opener_fires_once_not_on_every_call ... ok
test server::guide_hint_tests::a_p50_session_stays_under_the_committed_emission_byte_ceiling ... ok
test server::tests::idle_watchdog_never_resolves_when_disabled ... ok
test server::tests::idle_watchdog_resolves_only_after_the_full_window ... ok
test server::tests::indexing_tools_skip_server_timeout ... ok
test server::tests::inject_workspace_param_is_optional_and_idempotent ... ok
test server::tests::injected_workspace_description_keeps_the_routing_clause ... ok
test server::tests::annotations_reach_the_advertised_payload ... ok
test server::guide_hint_tests::subproject_focus_switch_does_not_rearm ... ok
test server::tests::annotations_agree_with_is_write ... ok
test server::tests::librarian_reindex_skips_server_timeout_but_other_actions_dont ... ok
test server::tests::call_tool_inner_honors_workspace_override_for_security_config ... ok
test server::guide_hint_tests::session_opens_with_bootstrap_from_a_non_workspace_tool ... ok
test server::tests::all_tools_have_valid_schemas ... ok
test server::tests::artifact_advertises_the_append_entry_section_writer ... ok
test server::tests::lsp_content_modified_routes_to_recoverable_not_fatal ... ok
test server::tests::lsp_request_cancelled_routes_to_recoverable_not_fatal ... ok
test server::tests::all_tools_have_descriptions ... ok
test server::guide_hint_tests::without_a_rendezvous_activate_still_clears_everything ... ok
test server::guide_hint_tests::a_restart_against_a_different_project_reopens_the_session ... ok
test server::guide_hint_tests::the_same_shape_twice_delivers_nothing_the_second_time ... ok
test server::tests::every_declared_alias_is_absent_from_the_schema ... ok
test server::tests::other_lsp_errors_still_route_to_is_error_true ... ok
test server::tests::other_tools_do_not_skip_server_timeout ... ok
test server::tests::parse_guide_idle_ttl_clamps_a_value_from_the_chrono_panic_band ... ok
test server::tests::parse_idle_shutdown_disables_on_anything_but_a_positive_integer ... ok
test server::tests::peer_enabled_at_runtime_tests::defaults_to_disabled_with_no_env_no_config ... ok
test server::tests::peer_enabled_at_runtime_tests::env_var_0_disables_regardless_of_project ... ok
test server::tests::peer_enabled_at_runtime_tests::env_var_1_enables_regardless_of_project ... ok
test server::tests::peer_enabled_at_runtime_tests::missing_project_toml_is_disabled ... ok
test server::tests::peer_enabled_at_runtime_tests::project_toml_enabled_true_wins_over_default ... ok
test server::tests::peer_enabled_at_runtime_tests::unrecognised_env_value_falls_through_to_default ... ok
test server::tests::call_tool_by_name_rejects_unknown_tool ... ok
test server::tests::a_compaction_rearms_the_status_block ... ok
test server::tests::call_tool_inner_grants_write_access_to_a_fresh_pinned_workspace ... ok
test peer::server::tests::hello_returns_capabilities_for_read_only_peer ... ok
test server::tests::every_content_bearing_tool_is_shrink_guarded_or_has_a_reason ... ok
test server::tests::plain_anyhow_error_routes_to_is_error_true ... ok
test server::tests::companion_surfaces_reference_only_real_tools ... ok
ready
test librarian::tools::artifact::tests::every_action_labelled_schema_key_is_honored_by_that_action has been running for over 60 seconds
test server::tests::call_tool_strips_project_root_from_output ... ok
test server::tests::call_tool_strips_bare_project_root_from_list_dir_output ... ok
test server::tests::activation_and_the_next_two_calls_carry_the_banner_exactly_once ... ok
test server::tests::call_tool_by_name_dispatches_a_read_tool ... ok
test server::tests::every_declared_alias_pair_normalizes_to_its_own_canonical ... ok
test server::tests::read_file_still_declares_its_two_extra_alias_pairs ... ok
test server::tests::current_capabilities_returns_without_panic ... ok
test server::tests::every_doc_param_is_labelled_and_every_action_has_a_param ... ok
test server::tests::recoverable_error_body_has_error_key ... ok
test server::tests::recoverable_error_body_has_ok_false ... ok
test server::tests::recoverable_error_body_includes_hint_when_present ... ok
test server::tests::recoverable_error_body_serializes_must_follow_under_must_follow_key ... ok
test server::tests::recoverable_error_body_serializes_warning_under_warning_key ... ok
test server::tests::recoverable_error_body_splices_extra_fields_at_top_level ... ok
test server::tests::recoverable_error_routes_to_success_not_is_error ... ok
test server::tests::recoverable_error_without_hint_omits_hint_from_body ... ok
test peer::server::tests::end_to_end_served_read_tool_and_write_denied ... ok
test server::tests::retired_name_matching_discriminates_tool_references_from_prose ... ok
test server::tests::artifact_create_honors_workspace_pin ... ok
test server::tests::every_declaring_topic_has_a_live_route_to_a_declared_section ... ok
test server::tests::run_command_declares_the_shell_availability_gate ... ok
test server::tests::edit_failure_hint_reproduces_the_files_real_bytes ... ok
test server::tests::every_declared_shape_names_a_live_tool_and_action ... ok
test server::tests::every_guide_topic_is_triggered_xor_declared_pull_only ... ok
test server::tests::run_command_skips_server_timeout ... ok
test server::tests::artifact_find_honors_workspace_pin ... ok
test server::tests::every_tool_description_is_under_its_cap ... ok
test server::tests::every_observed_shape_of_a_declaring_topic_has_a_section ... ok
test server::tests::every_registered_tool_supplies_a_selector_key ... ok
test server::tests::shutdown_with_deadline_returns_after_deadline_when_inner_never_resolves ... ok
test server::tests::shutdown_with_deadline_returns_promptly_when_inner_resolves ... ok
test server::tests::static_doc_sources_all_readable ... ok
test server::tests::the_advisory_reaches_the_fatal_arm_of_route_tool_error ... ok
test server::tests::the_advisory_reaches_the_lsp_transient_arm_of_route_tool_error ... ok
test server::tests::the_advisory_reaches_the_recoverable_arm_of_route_tool_error ... ok
test server::tests::every_property_has_a_description ... ok
test server::tests::get_info_contains_instructions ... ok
test server::tests::find_tool_returns_none_for_unknown ... ok
test server::tests::is_write_call_classifies_plain_writes ... ok
test server::tests::every_triggered_rule_names_a_tool_that_can_deliver_it ... ok
test server::tests::get_info_advertises_resources_capability ... ok
test server::guide_hint_tests::a_same_project_restart_also_rearms_the_bootstrap ... ok
test server::tests::list_tools_hides_lsp_tools_when_no_lsp ... ok
test librarian::tools::doctor::tests::row_checks_scoped_by_project_table_driven ... ok
test server::tests::is_write_call_memory_depends_on_action ... ok
test server::tests::no_declared_alias_canonicalises_to_a_required_param ... ok
test server::tests::no_schema_property_declares_itself_an_alias ... ok
test server::tests::library_is_advertised_when_no_library_is_registered_yet ... ok
test socket_discovery::tests::peer_socket_differs_from_mux_and_shares_dir ... ok
test sqlite_vec_ext::self_ignore_tests::a_fresh_store_dir_ignores_its_own_contents ... ok
test sqlite_vec_ext::self_ignore_tests::an_existing_ignore_file_is_left_alone ... ok
test sqlite_vec_ext::self_ignore_tests::an_unwritable_directory_does_not_panic ... ok
test symbol::edit::tests::anchor_indent_at_a_declaration_beats_a_block_comment_continuation ... ok
test symbol::edit::tests::anchor_indent_reads_the_anchor_line_when_it_has_content ... ok
test symbol::edit::tests::anchor_indent_returns_empty_past_the_end_and_past_the_window ... ok
test symbol::edit::tests::anchor_indent_skips_a_blank_anchor_instead_of_inventing_a_base ... ok
test symbol::edit::tests::clean_when_target_and_siblings_all_survive ... ok
test symbol::edit::tests::failed_post_extraction_is_clean_when_there_was_nothing_to_verify ... ok
test symbol::edit::tests::failed_post_extraction_is_unverified_not_clean ... ok
test symbol::edit::tests::filtering_the_subtree_still_catches_a_genuine_overshoot ... ok
test symbol::edit::tests::removing_a_module_does_not_report_its_own_children_as_dropped_siblings ... ok
test symbol::edit::tests::siblings_dropped_is_sorted_and_excludes_the_target ... ok
test symbol::edit::tests::skip_lead_region_docs_stops_at_the_first_attribute ... ok
test symbol::edit::tests::skip_lead_region_follows_a_multi_line_attribute_to_its_closing_bracket ... ok
test symbol::edit::tests::skip_lead_region_is_a_noop_when_the_first_line_is_already_code ... ok
test symbol::edit::tests::skip_lead_region_respects_the_end_bound_and_a_short_slice ... ok
test symbol::edit::tests::skip_lead_region_treats_block_comments_and_plain_comments_as_docs ... ok
test symbol::edit::tests::split_target_subtree_separates_descendants_from_true_siblings ... ok
test symbol::edit::tests::syntax_regressed_blames_only_the_edit_that_broke_it ... ok
test symbol::edit::tests::syntax_regression_is_the_net_under_the_name_checks_not_over_them ... ok
test server::tests::list_resources_includes_doc_and_summary ... ok
test symbol::edit::tests::target_dropped_when_symbol_vanishes_from_post_ast ... ok
test symbol::query::backtick_match_tests::find_ast_end_line_in_bridges_annotation_line_gap ... ok
test symbol::query::backtick_match_tests::backtick_test_class_resolves_for_insert_after_last_method ... ok
test symbol::query::backtick_match_tests::find_ast_end_line_in_resolves_kotlin_lsp_name_without_backticks ... ok
test symbol::query::backtick_match_tests::find_ast_end_line_in_resolves_nested_kotlin_symbols ... ok
test symbol::query::backtick_match_tests::find_ast_end_line_in_resolves_ts_namespace_nested_symbol ... ok
test tools::command_summary::tests::bash_stderr_pipe_not_treated_as_filter ... ok
test tools::command_summary::tests::count_lines_empty ... ok
test tools::command_summary::tests::count_lines_normal ... ok
test tools::command_summary::tests::detect_generic_command ... ok
test tools::command_summary::tests::detect_build_command ... ok
test tools::command_summary::tests::detect_test_command ... ok
test tools::command_summary::tests::short_output_not_summarized ... ok
test tools::command_summary::tests::strip_ansi_codes_empty_string ... ok
test tools::command_summary::tests::long_output_needs_summary ... ok
test tools::command_summary::tests::strip_ansi_codes_non_csi_escape_preserved ... ok
test tools::command_summary::tests::strip_ansi_codes_plain_text_unchanged ... ok
test tools::command_summary::tests::strip_ansi_codes_preserves_newlines ... ok
test tools::command_summary::tests::strip_ansi_codes_removes_256_color_sequences ... ok
test tools::command_summary::tests::strip_ansi_codes_removes_color_sequences ... ok
test server::tests::is_write_classifies_every_action_outside_a_declared_read_set_as_a_write ... ok
test tools::command_summary::tests::summarize_cargo_test_all_pass ... ok
test tools::command_summary::tests::summarize_build_no_errors ... ok
test tools::command_summary::tests::summarize_build_errors ... ok
test tools::command_summary::tests::summarize_generic_head_tail ... ok
test tools::command_summary::tests::summarize_cargo_test_multiple_binaries ... ok
test tools::command_summary::tests::summarize_generic_omits_empty_stderr ... ok
test tools::command_summary::tests::summarize_generic_includes_stderr ... ok
test tools::command_summary::tests::summarize_generic_omits_empty_stdout ... ok
test tools::command_summary::tests::summarize_generic_short_output_verbatim ... ok
test tools::command_summary::tests::summarize_cargo_test_with_failures ... ok
test tools::command_summary::tests::terminal_filter_grep ... ok
test tools::command_summary::tests::terminal_filter_head ... ok
test tools::command_summary::tests::terminal_filter_logical_or_not_a_pipe ... ok
test tools::command_summary::tests::terminal_filter_nested_filters_last_wins ... ok
test tools::command_summary::tests::terminal_filter_no_pipe ... ok
test tools::command_summary::tests::terminal_filter_non_filter_pipe ... ok
test tools::command_summary::tests::terminal_filter_path_prefixed_filter ... ok
test tools::command_summary::tests::terminal_filter_quoted_pipe_ignored ... ok
test tools::command_summary::tests::terminal_filter_returns_pipe_position ... ok
test tools::command_summary::tests::terminal_filter_tail ... ok
test tools::command_summary::tests::truncate_lines_and_bytes_both_fit ... ok
test tools::command_summary::tests::truncate_lines_and_bytes_byte_limit_wins ... ok
test tools::command_summary::tests::truncate_lines_and_bytes_line_limit_wins ... ok
test tools::command_summary::tests::truncate_lines_and_bytes_long_lines_stay_under_byte_budget ... ok
test tools::command_summary::tests::truncate_lines_empty_string ... ok
test tools::command_summary::tests::truncate_lines_exact_limit_not_truncated ... ok
test tools::command_summary::tests::truncate_lines_long_truncates_correctly ... ok
test tools::command_summary::tests::truncate_lines_short_returns_unchanged ... ok
test tools::config::tests::a_behind_index_is_pointed_at_build_rather_than_at_status ... ok
test tools::config::tests::a_plain_checkout_activation_says_nothing_about_worktrees ... ok
test tools::config::tests::a_populated_index_level_with_head_still_reports_up_to_date ... ok
test tools::config::tests::a_populated_index_one_commit_behind_head_reports_behind ... ok
test tools::config::tests::a_worktree_activation_says_the_memory_count_is_this_checkouts ... ok
